objectid,title,state,university,repo-y-or-no,reponame,filename,pubtitle,titlesincollection,agency,numberofitems,date-range,software,imagefile?,pdf?,type,format,subject
agpubrepos0273,"Atlas of Winnebago County, Wisconsin. (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.NHAtlasWinnebago1928,"Atlas of Winnebago County, Wisconsin.",,UW-Libraries,,1928,,,,url,record,
agpubrepos0274,"Attend the winter course. Catalog of the short course, 1930-31 (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.AttendWint,"Attend the winter course. Catalog of the short course, 1930-31",,UW-Libraries,,1930-1931,,,,url,record,
agpubrepos0275,The banker-farmer news bulletin (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.BankFarmNews,The banker-farmer news bulletin,,UW-Libraries,,1920-1924,,,,url,record,
agpubrepos0276,Barneveld Cheese Co.: rent account (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.BLHCheese,Barneveld Cheese Co.: rent account,,UW-Libraries,,1947-1965,,,,url,record,
agpubrepos0277,Butter factories and cheese factories operated in 1916: dairy statistics for 1915 as reported by the operators of butter and cheese factories (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.BFCF1916,Butter factories and cheese factories operated in 1916: dairy statistics for 1915 as reported by the operators of butter and cheese factories,,UW-Libraries,,1917,,,,url,record,
agpubrepos0278,"Centennial 1876 directory of Fond du Lac County, Wisconsin, containing full directories of Fond du Lac, Ripon, Waupun, Brandon, Oakfield, New Cassel, Calvary, St. Cloud, Dundee, Calumet, Rosendale and other centers of trade and all the farming portion of Fond du Lac County; each in a department by itself, arranged in alphabetical order, and contained in one closely printed volume (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WFFdLCentDir,"Centennial 1876 directory of Fond du Lac County, Wisconsin, containing full directories of Fond du Lac, Ripon, Waupun, Brandon, Oakfield, New Cassel, Calvary, St. Cloud, Dundee, Calumet, Rosendale and other centers of trade and all the farming portion of Fond du Lac County; each in a department by itself, arranged in alphabetical order, and contained in one closely printed volume",,UW-Libraries,,1876,,,,url,record,
agpubrepos0279,Combination atlas map of Walworth County Wisconsin (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.LGAtlas,Combination atlas map of Walworth County Wisconsin,,UW-Libraries,,1873,,,,url,record,
agpubrepos0280,"Cooperation principles and practices: the application of cooperation to the assembling, processing and marketing of farm products, to the purchase of farm supplies and consumers' goods and to credit and insurance (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.CoopePrinci,"Cooperation principles and practices: the application of cooperation to the assembling, processing and marketing of farm products, to the purchase of farm supplies and consumers' goods and to credit and insurance",,UW-Libraries,,1937,,,,url,record,
agpubrepos0281,The cost of manufacturing and marketing sugar in Wisconsin (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.CostSugar,The cost of manufacturing and marketing sugar in Wisconsin,,UW-Libraries,,1941,,,,url,record,
agpubrepos0282,The county forests of Wisconsin (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.TCFoW,The county forests of Wisconsin,,UW-Libraries,,1938,,,,url,record,
agpubrepos0283,"County ordinances zoning for agriculture, forestry and recreation in Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.CoOrdZon,"County ordinances zoning for agriculture, forestry and recreation in Wisconsin",,UW-Libraries,,1933,,,,url,record,
agpubrepos0284,"Courses in dairy manufacturing, 1936-37 (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.CourDairy3637,"Courses in dairy manufacturing, 1936-37",,UW-Libraries,,1936-1937,,,,url,record,
agpubrepos0285,Cranberry culture on a western plan: with valuable items and recipes from growers and members of the Wisconsin Cranberry Associations (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.CaryCran,Cranberry culture on a western plan: with valuable items and recipes from growers and members of the Wisconsin Cranberry Associations,,UW-Libraries,,1891,,,,url,record,
agpubrepos0286,"The cultivation of hops, and their preparation for market, as practiced in Sauk County, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.CultivHops,"The cultivation of hops, and their preparation for market, as practiced in Sauk County, Wisconsin",,UW-Libraries,,1868,,,,url,record,
agpubrepos0287,[Dairy school views] (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.DairySchViews,[Dairy school views],,UW-Libraries,,1900,,,,url,record,
agpubrepos0288,"Dairying in Wisconsin and its possibilities in Kansas, Missouri, and Oklahoma: being a report of a four days tour of the ""Land of Milk and Money"" by a special train load of representatives from Kansas, Missouri and Oklahoma, over C. M. and St. P. Railway, composed of 135 bankers, farmers, county agents, editors, college representatives, business men and others, during the week of July 6 to 11, 1924 (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.DiWKMO,"Dairying in Wisconsin and its possibilities in Kansas, Missouri, and Oklahoma: being a report of a four days tour of the ""Land of Milk and Money"" by a special train load of representatives from Kansas, Missouri and Oklahoma, over C. M. and St. P. Railway, composed of 135 bankers, farmers, county agents, editors, college representatives, business men and others, during the week of July 6 to 11, 1924",,UW-Libraries,,1924,,,,url,record,
agpubrepos0289,"Detailed cost of production study on 21 farms in Barron County, Wisconsin - 1927-28 (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.DetailCost,"Detailed cost of production study on 21 farms in Barron County, Wisconsin - 1927-28",,UW-Libraries,,1927-1928,,,,url,record,
agpubrepos0290,"Directory of the short course alumni, 1886-1907 : and announcement of the twelfth annual reunion and fourth annual banquet (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.DirShort1907,"Directory of the short course alumni, 1886-1907 : and announcement of the twelfth annual reunion and fourth annual banquet",,UW-Libraries,,1886-1907,,,,url,record,
agpubrepos0291,A farm course for farm boys (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.FarmBoys,A farm course for farm boys,,UW-Libraries,,1924,,,,url,record,
agpubrepos0292,"The farm journal illustrated rural directory of Sheboygan County, Wisconsin (with a complete road map of the county) (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.SCD1918,"The farm journal illustrated rural directory of Sheboygan County, Wisconsin (with a complete road map of the county)",,UW-Libraries,,1918,,,,url,record,
agpubrepos0293,"Farm labor : Barron County farm labor program, June 28, 1943-November 1, 1945 (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.FarmLabor,"Farm labor : Barron County farm labor program, June 28, 1943-November 1, 1945",,UW-Libraries,,1943-1945,,,,url,record,
agpubrepos0294,Farmer co-ops in Wisconsin (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.FarmerCoops,Farmer co-ops in Wisconsin,,UW-Libraries,,1899-?,,,,url,record,
agpubrepos0295,"The Farmers Equity Union : need for, what it is, what it stands for, what it does : a brief explanation of its four great functions : organization, education, cooperation, legislation (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.FarmEquUnion,"The Farmers Equity Union : need for, what it is, what it stands for, what it does : a brief explanation of its four great functions : organization, education, cooperation, legislation",,UW-Libraries,,1939?,,,,url,record,
agpubrepos0296,"""Field and purpose of the American Association for Agricultural Legislation"" (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.AAALJan1920,"""Field and purpose of the American Association for Agricultural Legislation""",,UW-Libraries,,1920,,,,url,record,
agpubrepos0297,"The Folk School idea in action : training for rural organization, rural citizenship, distribution, farming (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.EducaOppor,"The Folk School idea in action : training for rural organization, rural citizenship, distribution, farming",,UW-Libraries,,1935,,,,url,record,
agpubrepos0298,Forest and tree culture in Wisconsin (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.FTCiW,Forest and tree culture in Wisconsin,,UW-Libraries,,1893,,,,url,record,
agpubrepos0299,A forest for learning (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.MMSDKline,A forest for learning,,UW-Libraries,,1971,,,,url,record,
agpubrepos0300,Forest planting handbook (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.FrPltHndBk,Forest planting handbook,,UW-Libraries,,1932,,,,url,record,
agpubrepos0301,"Forest soils : origin, properties, relation to vegetation, and silvicultural management (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.ForSoils,"Forest soils : origin, properties, relation to vegetation, and silvicultural management",,UW-Libraries,,1941,,,,url,record,
agpubrepos0302,Forestry in Wisconsin: a new outlook (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.FiWano,Forestry in Wisconsin: a new outlook,,UW-Libraries,,1928,,,,url,record,
agpubrepos0303,"The history of agriculture in Dane County, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.HistAgDane,"The history of agriculture in Dane County, Wisconsin",,UW-Libraries,,1904,,,,url,record,
agpubrepos0304,A history of agriculture in Wisconsin (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.HistAgSchaf,A history of agriculture in Wisconsin,,UW-Libraries,,1922,,,,url,record,
agpubrepos0305,A history of Green County's cheese industry (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.CheeseIndustry,A history of Green County's cheese industry,,UW-Libraries,,1928,,,,url,record,
agpubrepos0306,A history of the Wisconsin Agricultural Experiment Station (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.HistWAES,A history of the Wisconsin Agricultural Experiment Station,,UW-Libraries,,1935,,,,url,record,
agpubrepos0307,How you can get a Wisconsin farm (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.GetAWIFarm,How you can get a Wisconsin farm,,UW-Libraries,,192?,,,,url,record,
agpubrepos0308,"Illustrated & descriptive catalogue & pricelist of farm & freight wagons manufactured by the Bain Wagon Company Limited at Kenosha, Wisconsin, U. S. A. (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.KLIBainWagon,"Illustrated & descriptive catalogue & pricelist of farm & freight wagons manufactured by the Bain Wagon Company Limited at Kenosha, Wisconsin, U. S. A.",,UW-Libraries,,1902,,,,url,record,
agpubrepos0309,"Illustrated atlas of Door County, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.IllAtlasDoorCo,"Illustrated atlas of Door County, Wisconsin",,UW-Libraries,,1899,,,,url,record,
agpubrepos0310,"Illustrated atlas of Racine and Kenosha counties, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WPLAtBrown,"Illustrated atlas of Racine and Kenosha counties, Wisconsin",,UW-Libraries,,1887,,,,url,record,
agpubrepos0311,"Illustrated atlas of Shawano County, Wis., 1898 containing twenty-six towns and one section map (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.IllAtlasShawano,"Illustrated atlas of Shawano County, Wis., 1898 containing twenty-six towns and one section map",,UW-Libraries,,1898,,,,url,record,
agpubrepos0312,"Illustrated atlas of Winnebago County, Wisconsin : containing outline map of the county, map of each township in the county, with village and city plats. Also maps of the world, United States and state of Wisconsin, together with other valuable information (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.Oshkosh1889,"Illustrated atlas of Winnebago County, Wisconsin : containing outline map of the county, map of each township in the county, with village and city plats. Also maps of the world, United States and state of Wisconsin, together with other valuable information",,UW-Libraries,,1889,,,,url,record,
agpubrepos0313,"An illustrated historical atlas of Manitowoc County, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.manAtlas1878,"An illustrated historical atlas of Manitowoc County, Wisconsin",,UW-Libraries,,1878,,,,url,record,
agpubrepos0314,"An illustrated historical atlas of Sheboygan County, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.SheRandall,"An illustrated historical atlas of Sheboygan County, Wisconsin",,UW-Libraries,,1875,,,,url,record,
agpubrepos0315,Is dairying doomed in Wisconsin? (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.DairyDoom,Is dairying doomed in Wisconsin?,,UW-Libraries,,1935,,,,url,record,
agpubrepos0316,"List of butter factories, cheese factories, condenseries, receiving stations, powdered milk plants, and casein plants (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.LBF1930,"List of butter factories, cheese factories, condenseries, receiving stations, powdered milk plants, and casein plants",,UW-Libraries,,1930,,,,url,record,
agpubrepos0317,List of creameries and cheese factories in Wisconsin (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.LCaCFW,List of creameries and cheese factories in Wisconsin,,UW-Libraries,,1896,,,,url,record,
agpubrepos0318,"Local government: report of a demonstration in public discussion, held during farm and home week, College of Agriculture, Madison--February 2, 1934 (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.LocalGov,"Local government: report of a demonstration in public discussion, held during farm and home week, College of Agriculture, Madison--February 2, 1934",,UW-Libraries,,1934,,,,url,record,
agpubrepos0319,The lumber camp report of the Wisconsin W.C.T.U.: for winter 1891-92 (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.LCRoWCTU,The lumber camp report of the Wisconsin W.C.T.U.: for winter 1891-92,,UW-Libraries,,1891-1892,,,,url,record,
agpubrepos0320,Madison school forest (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.MMSDSchoolForest1,Madison school forest,,UW-Libraries,,unknown,,,,url,record,
agpubrepos0321,Manitowoc County agriculture (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.manAgricult,Manitowoc County agriculture,,UW-Libraries,,1954,,,,url,record,
agpubrepos0322,"Manitowoc County, Wisconsin agricultural statistics (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.manAgriStats,"Manitowoc County, Wisconsin agricultural statistics",,UW-Libraries,,1940,,,,url,record,
agpubrepos0323,"Manitowoc County, Wisconsin, official farm plat book and directory (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.manOffPlat,"Manitowoc County, Wisconsin, official farm plat book and directory",,UW-Libraries,,1962,,,,url,record,
agpubrepos0324,"Marathon County, Wisconsin : home of ready-to-start-farms (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.MaraCoReady,"Marathon County, Wisconsin : home of ready-to-start-farms",,UW-Libraries,,192?,,,,url,record,
agpubrepos0325,Memorandum report: regional land use plan implementation in southeastern Wisconsin: status and needs (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.MemR68,Memorandum report: regional land use plan implementation in southeastern Wisconsin: status and needs,,UW-Libraries,,1993,,,,url,record,
agpubrepos0326,"Milk testing : instructions for testing milk and dividing money for creameries, cheese factories and dairymen (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.MilkTesting,"Milk testing : instructions for testing milk and dividing money for creameries, cheese factories and dairymen",,UW-Libraries,,1894,,,,url,record,
agpubrepos0327,Milwaukee's land use report--existing land use--housing summary (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.LandUse,Milwaukee's land use report--existing land use--housing summary,,UW-Libraries,,1964,,,,url,record,
agpubrepos0328,"My land, my home, my Wisconsin : the epic story of the Wisconsin farm and farm family from settlement days to the present (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WPLHomeLand,"My land, my home, my Wisconsin : the epic story of the Wisconsin farm and farm family from settlement days to the present",,UW-Libraries,,1978,,,,url,record,
agpubrepos0329,"My land, my home, my Wisconsin : the epic story of the Wisconsin farm and farm family from settlement days to the present (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.NHRep1982,"My land, my home, my Wisconsin : the epic story of the Wisconsin farm and farm family from settlement days to the present",,UW-Libraries,,1982,,,,url,record,
agpubrepos0330,"Official county plat book and farmers' directory of Dane County, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.OffPlatDane,"Official county plat book and farmers' directory of Dane County, Wisconsin",,UW-Libraries,,1953,,,,url,record,
agpubrepos0331,On the forestry conditions of northern Wisconsin (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.OFCNW,On the forestry conditions of northern Wisconsin,,UW-Libraries,,1898,,,,url,record,
agpubrepos0332,One little farm : boyhood visits to a Midwestern farm in the 1920s and '30s (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.OzOneFarm,One little farm : boyhood visits to a Midwestern farm in the 1920s and '30s,,UW-Libraries,,1995,,,,url,record,
agpubrepos0333,"Outline for county land use planning in Wisconsin: basic objectives, form of organization, steps in proceedure, action following planning (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.OCLUPW,"Outline for county land use planning in Wisconsin: basic objectives, form of organization, steps in proceedure, action following planning",,UW-Libraries,,1939,,,,url,record,
agpubrepos0334,"Owen's Janesville city, Rock County gazetteer, and directory: containing a complete city directory of Janesville; an alphabetical directory of the farmers and land owners of Rock County; also, a classified business directory, to which is added historical and descriptive sketches of Janesville, Beloit, Evansville, Edgerton, Milton, Milton Junction, Clinton Junction, Footville, Hanover, Emerald Grove, and other towns in the county (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.JvilleOwen1876,"Owen's Janesville city, Rock County gazetteer, and directory: containing a complete city directory of Janesville; an alphabetical directory of the farmers and land owners of Rock County; also, a classified business directory, to which is added historical and descriptive sketches of Janesville, Beloit, Evansville, Edgerton, Milton, Milton Junction, Clinton Junction, Footville, Hanover, Emerald Grove, and other towns in the county",,UW-Libraries,,1876,,,,url,record,
agpubrepos0335,"""Papers on tenancy. I. The agricultural ladder. II. Tenancy in an ideal system of land ownership. III. Discussion"" (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.AAALMar1919,"""Papers on tenancy. I. The agricultural ladder. II. Tenancy in an ideal system of land ownership. III. Discussion""",,UW-Libraries,,1919,,,,url,record,
agpubrepos0336,Planning agricultural extension work in Wisconsin : a series of discussions on extension projects and their significance to the improvement of county agricultural programs of work (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.PlanAgExt,Planning agricultural extension work in Wisconsin : a series of discussions on extension projects and their significance to the improvement of county agricultural programs of work,,UW-Libraries,,1938,,,,url,record,
agpubrepos0337,"Public hearing on the Agricultural Adjustment Administration Dairy Program : held at Madison, Wisconsin, at the Stock Pavilion of the College of Agriculture of the University of Wisconsin, Wednesday and Thursday, April 4 and 5, 1934; being one of fifteen regional conferences to explain the proposed dairy plan of the A.A.A. and to receive hints and suggestions from dairy farmers and dairy leaders interested in the plan (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.PubHearAAA,"Public hearing on the Agricultural Adjustment Administration Dairy Program : held at Madison, Wisconsin, at the Stock Pavilion of the College of Agriculture of the University of Wisconsin, Wednesday and Thursday, April 4 and 5, 1934; being one of fifteen regional conferences to explain the proposed dairy plan of the A.A.A. and to receive hints and suggestions from dairy farmers and dairy leaders interested in the plan",,UW-Libraries,,1934,,,,url,record,
agpubrepos0338,"Queen Vashti, the autobiography of a guernsey cow, her owners, companions, caretakers, ancestors and descendants: a companion piece to Black Beauty (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.QueenVashti,"Queen Vashti, the autobiography of a guernsey cow, her owners, companions, caretakers, ancestors and descendants: a companion piece to Black Beauty",,UW-Libraries,,1906,,,,url,record,
agpubrepos0339,Questions and answers about ready-to-start-farms (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.QAReadyFarms,Questions and answers about ready-to-start-farms,,UW-Libraries,,192?,,,,url,record,
agpubrepos0340,"Report of a public discussion demonstration on ""the agricultural adjustment program"" held during Farm and Home week, Feb. 1, 1934 at Madison, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.AgrAdjProg,"Report of a public discussion demonstration on ""the agricultural adjustment program"" held during Farm and Home week, Feb. 1, 1934 at Madison, Wisconsin",,UW-Libraries,,1934,,,,url,record,
agpubrepos0341,"[Report of H. R. Lathrope, county agricultural agent, Kewaunee County, Wisconsin] (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.KewauCoLath,"[Report of H. R. Lathrope, county agricultural agent, Kewaunee County, Wisconsin]",,UW-Libraries,,1927,,,,url,record,
